"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"beta","getOrganizationAssuranceDevicesStatusesOverview","Returns counts of online, offline, and recovered devices by product type, along with offline intervals for impacted devices in the organization.","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-devices-statuses-overview/","get","/organizations/{organizationId}/assurance/devices/statuses/overview","organizationId, networkIds, t0, t1, timespan","","byImpactedDevice, byProductType, device, endTs, id, mac, name, network, offline, offlineIntervals, online, productType, recovered, serial, startTs","organizations, monitor, devices, statuses, overview","organizations.getOrganizationAssuranceDevicesStatusesOverview",""
"beta","getOrganizationAssuranceProductAnnouncements","Gets relevant product announcements for a user","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-product-announcements/","get","/organizations/{organizationId}/assurance/productAnnouncements","organizationId, t0, timespan, onlyRelevant","","boardId, counts, editedAt, id, items, labels, meta, name, publishedAt, snippet, title, total, url","organizations, configure, productAnnouncements","organizations.getOrganizationAssuranceProductAnnouncements",""
"beta","getOrganizationAssuranceScores","Get network health scores for a list of networks.","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-scores/","get","/organizations/{organizationId}/assurance/scores","organizationId, networkIds, perPage, startingAfter, endingBefore, t0, t1, timespan","","byCategory, byInterval, bySubcategory, count, description, id, name, network, percentage, score, trend, ts, weight","organizations, monitor, scores","organizations.getOrganizationAssuranceScores",""
"beta","getOrganizationAssuranceWorkflows","Return workflows filtered by organization ID, network ID, type, and category","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-workflows/","get","/organizations/{organizationId}/assurance/workflows","organizationId, perPage, startingAfter, endingBefore, sortOrder, networkIds, types, categories, scopeTypes, networkTags, clientTags, nodeTags, state, tsStart, tsEnd","","categoryType, clientTags, data, id, name, network, networkTags, nodeTags, organizationId, resolvedAt, scopeId, scopeType, timestamp, type, workflowState","organizations, configure, workflows","organizations.getOrganizationAssuranceWorkflows",""
"beta","getOrganizationAuthRadiusServers","List the organization-wide RADIUS servers in the organization","https://developer.cisco.com/meraki/api-v1/get-organization-auth-radius-servers/","get","/organizations/{organizationId}/auth/radius/servers","organizationId","","address, mode, modes, name, port, serverId","organizations, configure, auth, radius, servers","organizations.getOrganizationAuthRadiusServers","switch:config:read"
"beta","createOrganizationAuthRadiusServer","Add an organization-wide RADIUS server","https://developer.cisco.com/meraki/api-v1/create-organization-auth-radius-server/","post","/organizations/{organizationId}/auth/radius/servers","organizationId","address, mode, modes, name, port, secret","address, mode, modes, name, port, serverId","organizations, configure, auth, radius, servers","organizations.createOrganizationAuthRadiusServer","switch:config:write"
"beta","getOrganizationAuthRadiusServersAssignments","Return list of network and policies that organization-wide RADIUS servers are bing used","https://developer.cisco.com/meraki/api-v1/get-organization-auth-radius-servers-assignments/","get","/organizations/{organizationId}/auth/radius/servers/assignments","organizationId","","assignee, assignments, dashboardUrl, eid, id, name, network, serverId, tag, type","organizations, configure, auth, radius, servers, assignments","organizations.getOrganizationAuthRadiusServersAssignments","switch:config:read"
"beta","getOrganizationAuthRadiusServer","Return an organization-wide RADIUS server","https://developer.cisco.com/meraki/api-v1/get-organization-auth-radius-server/","get","/organizations/{organizationId}/auth/radius/servers/{serverId}","organizationId, serverId","","address, mode, modes, name, port, serverId","organizations, configure, auth, radius, servers","organizations.getOrganizationAuthRadiusServer","switch:config:read"
"beta","updateOrganizationAuthRadiusServer","Update an organization-wide RADIUS server","https://developer.cisco.com/meraki/api-v1/update-organization-auth-radius-server/","put","/organizations/{organizationId}/auth/radius/servers/{serverId}","organizationId, serverId","address, mode, modes, name, port, secret","address, mode, modes, name, port, serverId","organizations, configure, auth, radius, servers","organizations.updateOrganizationAuthRadiusServer","switch:config:write"
"beta","deleteOrganizationAuthRadiusServer","Delete an organization-wide RADIUS server from a organization","https://developer.cisco.com/meraki/api-v1/delete-organization-auth-radius-server/","delete","/organizations/{organizationId}/auth/radius/servers/{serverId}","organizationId, serverId","","","organizations, configure, auth, radius, servers","organizations.deleteOrganizationAuthRadiusServer","switch:config:write"
"GA","getOrganizationBrandingPolicies","List the branding policies of an organization","https://developer.cisco.com/meraki/api-v1/get-organization-branding-policies/","get","/organizations/{organizationId}/brandingPolicies","organizationId","","adminSettings, apiDocsSubtab, appliesTo, casesSubtab, ciscoMerakiProductDocumentation, communitySubtab, customLogo, dataProtectionRequestsSubtab, enabled, expiresAt, firewallInfoSubtab, getHelpSubtab, getHelpSubtabKnowledgeBaseSearch, hardwareReplacementsSubtab, helpSettings, helpTab, helpWidget, image, name, newFeaturesSubtab, preview, smForums, supportContactInfo, universalSearchKnowledgeBaseSearch, url, values","organizations, configure, brandingPolicies","organizations.getOrganizationBrandingPolicies","dashboard:iam:config:read"
"GA","createOrganizationBrandingPolicy","Add a new branding policy to an organization","https://developer.cisco.com/meraki/api-v1/create-organization-branding-policy/","post","/organizations/{organizationId}/brandingPolicies","organizationId","adminSettings, apiDocsSubtab, appliesTo, casesSubtab, ciscoMerakiProductDocumentation, communitySubtab, contents, customLogo, dataProtectionRequestsSubtab, enabled, firewallInfoSubtab, format, getHelpSubtab, getHelpSubtabKnowledgeBaseSearch, hardwareReplacementsSubtab, helpSettings, helpTab, helpWidget, image, name, newFeaturesSubtab, smForums, supportContactInfo, universalSearchKnowledgeBaseSearch, values","adminSettings, apiDocsSubtab, appliesTo, casesSubtab, ciscoMerakiProductDocumentation, communitySubtab, customLogo, dataProtectionRequestsSubtab, enabled, expiresAt, firewallInfoSubtab, getHelpSubtab, getHelpSubtabKnowledgeBaseSearch, hardwareReplacementsSubtab, helpSettings, helpTab, helpWidget, image, name, newFeaturesSubtab, preview, smForums, supportContactInfo, universalSearchKnowledgeBaseSearch, url, values","organizations, configure, brandingPolicies","organizations.createOrganizationBrandingPolicy","dashboard:iam:config:write"
"GA","getOrganizationBrandingPoliciesPriorities","Return the branding policy IDs of an organization in priority order","https://developer.cisco.com/meraki/api-v1/get-organization-branding-policies-priorities/","get","/organizations/{organizationId}/brandingPolicies/priorities","organizationId","","brandingPolicyIds","organizations, configure, brandingPolicies, priorities","organizations.getOrganizationBrandingPoliciesPriorities","dashboard:iam:config:read"
"GA","updateOrganizationBrandingPoliciesPriorities","Update the priority ordering of an organization's branding policies.","https://developer.cisco.com/meraki/api-v1/update-organization-branding-policies-priorities/","put","/organizations/{organizationId}/brandingPolicies/priorities","organizationId","brandingPolicyIds","brandingPolicyIds","organizations, configure, brandingPolicies, priorities","organizations.updateOrganizationBrandingPoliciesPriorities","dashboard:iam:config:write"
"GA","getOrganizationBrandingPolicy","Return a branding policy","https://developer.cisco.com/meraki/api-v1/get-organization-branding-policy/","get","/organizations/{organizationId}/brandingPolicies/{brandingPolicyId}","organizationId, brandingPolicyId","","adminSettings, apiDocsSubtab, appliesTo, casesSubtab, ciscoMerakiProductDocumentation, communitySubtab, customLogo, dataProtectionRequestsSubtab, enabled, expiresAt, firewallInfoSubtab, getHelpSubtab, getHelpSubtabKnowledgeBaseSearch, hardwareReplacementsSubtab, helpSettings, helpTab, helpWidget, image, name, newFeaturesSubtab, preview, smForums, supportContactInfo, universalSearchKnowledgeBaseSearch, url, values","organizations, configure, brandingPolicies","organizations.getOrganizationBrandingPolicy","dashboard:iam:config:read"
"GA","updateOrganizationBrandingPolicy","Update a branding policy","https://developer.cisco.com/meraki/api-v1/update-organization-branding-policy/","put","/organizations/{organizationId}/brandingPolicies/{brandingPolicyId}","organizationId, brandingPolicyId","adminSettings, apiDocsSubtab, appliesTo, casesSubtab, ciscoMerakiProductDocumentation, communitySubtab, contents, customLogo, dataProtectionRequestsSubtab, enabled, firewallInfoSubtab, format, getHelpSubtab, getHelpSubtabKnowledgeBaseSearch, hardwareReplacementsSubtab, helpSettings, helpTab, helpWidget, image, name, newFeaturesSubtab, smForums, supportContactInfo, universalSearchKnowledgeBaseSearch, values","adminSettings, apiDocsSubtab, appliesTo, casesSubtab, ciscoMerakiProductDocumentation, communitySubtab, customLogo, dataProtectionRequestsSubtab, enabled, expiresAt, firewallInfoSubtab, getHelpSubtab, getHelpSubtabKnowledgeBaseSearch, hardwareReplacementsSubtab, helpSettings, helpTab, helpWidget, image, name, newFeaturesSubtab, preview, smForums, supportContactInfo, universalSearchKnowledgeBaseSearch, url, values","organizations, configure, brandingPolicies","organizations.updateOrganizationBrandingPolicy","dashboard:iam:config:write"
"GA","deleteOrganizationBrandingPolicy","Delete a branding policy","https://developer.cisco.com/meraki/api-v1/delete-organization-branding-policy/","delete","/organizations/{organizationId}/brandingPolicies/{brandingPolicyId}","organizationId, brandingPolicyId","","","organizations, configure, brandingPolicies","organizations.deleteOrganizationBrandingPolicy","dashboard:iam:config:write"
"GA","getOrganizationCameraBoundariesAreasByDevice","Returns all configured area boundaries of cameras","https://developer.cisco.com/meraki/api-v1/get-organization-camera-boundaries-areas-by-device/","get","/organizations/{organizationId}/camera/boundaries/areas/byDevice","organizationId, serials","","boundaries, id, name, networkId, serial, type, vertices, x, y","camera, configure, boundaries, areas, byDevice","camera.getOrganizationCameraBoundariesAreasByDevice","camera:config:read"
"GA","getOrganizationCameraBoundariesLinesByDevice","Returns all configured crossingline boundaries of cameras","https://developer.cisco.com/meraki/api-v1/get-organization-camera-boundaries-lines-by-device/","get","/organizations/{organizationId}/camera/boundaries/lines/byDevice","organizationId, serials","","boundaries, directionVertex, id, name, networkId, serial, type, vertices, x, y","camera, configure, boundaries, lines, byDevice","camera.getOrganizationCameraBoundariesLinesByDevice","camera:config:read"
"GA","getOrganizationCameraCustomAnalyticsArtifacts","List Custom Analytics Artifacts","https://developer.cisco.com/meraki/api-v1/get-organization-camera-custom-analytics-artifacts/","get","/organizations/{organizationId}/camera/customAnalytics/artifacts","organizationId","","artifactId, message, name, organizationId, status, type","camera, configure, customAnalytics, artifacts","camera.getOrganizationCameraCustomAnalyticsArtifacts","camera:config:read"
